Datum,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Richtwert,Höchstwert
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,T2954 Zwischenprodukt,Arzneimittelrückstände und Metaboliten,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Tramadol,Arzneimittelrückstände und Metaboliten,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Triclosan,Arzneimittelrückstände und Metaboliten,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Trimethoprim,Arzneimittelrückstände und Metaboliten,ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Valsartan,Arzneimittelrückstände und Metaboliten,ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Valsartansäure,Arzneimittelrückstände und Metaboliten,ng/L,5,6,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Venlafaxin,Arzneimittelrückstände und Metaboliten,ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Benzol,Benzinzusatzstoffe,ng/L,20,NA,,1000
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,ETBE,Benzinzusatzstoffe,ng/L,20,NA,,5000
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Ethylbenzol,Benzinzusatzstoffe,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,m/p-Xylol,Benzinzusatzstoffe,ng/L,40,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,MTBE,Benzinzusatzstoffe,ng/L,20,NA,,5000
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,o-Xylol,Benzinzusatzstoffe,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Summe Aliphaten C5-C10,Benzinzusatzstoffe,ng/L,300,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Summe BTEX,Benzinzusatzstoffe,ng/L,120,NA,,3000
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,TAME,Benzinzusatzstoffe,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Toluol,Benzinzusatzstoffe,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,"[D-Asp3, E-Dhb7]-MC-RR gebunden",Biologische Parameter,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,"[D-Asp3, E-Dhb7]-MC-RR gelöst",Biologische Parameter,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Microcystin LR gebunden,Biologische Parameter,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Microcystin LR gelöst,Biologische Parameter,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Microcystin RR gebunden,Biologische Parameter,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Microcystin RR gelöst,Biologische Parameter,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Microcystin YR gebunden,Biologische Parameter,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Microcystin YR gelöst,Biologische Parameter,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,"1,3-Diphenylguanidin","Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,3-Nitrobenzolsulfonsäure,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Acesulfam,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,10,45,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Benzotriazol,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,10,12,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Cyclamat,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,50,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Neotam,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,N-Ethyl-2-isopropyl-5-methylcyclohexancarboxamid,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Sucralose,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,50,98,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Sulisobenzon,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,50,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Tolyltriazol,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,"1,1,1-Trichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,"1,1-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,"1,2-Dichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,3000
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,"cis-1,2-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Dichlormethan,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,26,,20000
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Perchlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,10000
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Summe FHKW (incl. THM),Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,280,2134,,10000
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Tetrachlorkohlenstoff,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,2000
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,"trans-1,2-Dichlorethen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Trichlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,10000
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Vinylchlorid,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,500
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Aluminium,Metalle und weitere Elemente,µg/L,5,25,,200
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Antimon,Metalle und weitere Elemente,µg/L,0.5,NA,,5
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Arsen,Metalle und weitere Elemente,µg/L,0.5,NA,,10
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Barium,Metalle und weitere Elemente,µg/L,5,44,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Beryllium,Metalle und weitere Elemente,µg/L,0.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Bismut,Metalle und weitere Elemente,µg/L,1,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Blei,Metalle und weitere Elemente,µg/L,0.5,NA,,10
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Bor,Metalle und weitere Elemente,µg/L,5,8,,1000
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Cadmium,Metalle und weitere Elemente,µg/L,0.05,NA,,3
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Cer,Metalle und weitere Elemente,µg/L,0.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Chrom,Metalle und weitere Elemente,µg/L,0.05,0.08,,50
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Chrom (VI),Metalle und weitere Elemente,µg/L,0.05,0.12,,20
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Cobalt,Metalle und weitere Elemente,µg/L,0.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Eisen,Metalle und weitere Elemente,µg/L,5,NA,,200
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Kalium,Metalle und weitere Elemente,mg/L,0.2,1.1,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Kupfer,Metalle und weitere Elemente,µg/L,0.5,0.5,,1000
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Lanthan,Metalle und weitere Elemente,µg/L,0.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Lithium,Metalle und weitere Elemente,µg/L,1,2.3,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Mangan,Metalle und weitere Elemente,µg/L,0.5,NA,,50
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Molybdän,Metalle und weitere Elemente,µg/L,0.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Natrium,Metalle und weitere Elemente,mg/L,0.7,7.1,,200
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Nickel,Metalle und weitere Elemente,µg/L,0.5,NA,,20
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Quecksilber,Metalle und weitere Elemente,µg/L,0.009,NA,,1
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Selen,Metalle und weitere Elemente,µg/L,1,NA,,10
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Silber,Metalle und weitere Elemente,µg/L,0.5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Strontium,Metalle und weitere Elemente,mg/L,0.2,0.3,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Thallium,Metalle und weitere Elemente,µg/L,0.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Titan,Metalle und weitere Elemente,µg/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Uran,Metalle und weitere Elemente,µg/L,0.5,0.5,,30
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Vanadium,Metalle und weitere Elemente,µg/L,0.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Zink,Metalle und weitere Elemente,µg/L,5,NA,,5000
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Zinn,Metalle und weitere Elemente,µg/L,1,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,NDEA (N-Nitrosodiethylamin),Nitrosamine,ng/L,6,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,NDMA (N-Nitrosodimethylamin),Nitrosamine,ng/L,2,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,NDPA (N-Nitrosodipropylamin),Nitrosamine,ng/L,2,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,NMEA (N-Nitrosomethylethylamin),Nitrosamine,ng/L,2,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,NMOR (N-Nitrosomorpholin),Nitrosamine,ng/L,2,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,NPIP (N-Nitrosopiperidin),Nitrosamine,ng/L,2,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,NPYR (N-Nitrosopyrrolidin),Nitrosamine,ng/L,2,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,4:2 FTS (4:2 Fluortelomersulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,6:2 FTS (6:2 Fluortelomersulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,3,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,8:2 FTS (8:2 Fluortelomersulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,3,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,"DONA (Perfluor-4,8-dioxa-3H-nonansäure)",Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,F-53B major (9Cl-PF3ONS),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,4,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,F-53B minor (11Cl-PF3OUnDS),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,FBSA (Perfluorbutansulfonamid),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,FHxSA (Perfluorhexansulfonamid),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,GenX (HFPO-DA),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,N-EtFOSAA (N-Ethylperfluoroctansulfonamidessigsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,N-MeFOSAA (N-Methylperfluoroctansulfonamidessigsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFBA (Perfluorbutansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFBS (Perfluorbutansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFDA (Perfluordecansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFDoDA (Perfluordodecansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFDoDS (Perfluordodecansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFDS (Perfluordecansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFHpA (Perfluorheptansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFHpS (Perfluorheptansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFHxA (Perfluorhexansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFHxS (Perfluorhexansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.5,NA,,300
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFNA (Perfluornonansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.3,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFNS (Perfluornonansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFOA (Perfluoroctansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.3,0.92,,500
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFOS (Perfluoroctansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.5,1.4,,300
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFOSA (Perfluoroctansulfonamid),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,4,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFPeA (Perfluorpentansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFPeS (Perfluorpentansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFTeDA (Perfluortetradecansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFTrDA (Perfluortridecansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,3,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFTrDS (Perfluortridecansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFUnDA (Perfluorundecansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,PFUnDS (Perfluorundecansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1.5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Summe PFAS-20,Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,27,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,"2,6-Dichlorbenzamid",Pestizide und Metaboliten,ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Asulam,Pestizide und Metaboliten,ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Atrazin,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Atrazin-2-hydroxy,Pestizide und Metaboliten,ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Atrazin-desethyl-desisopropyl,Pestizide und Metaboliten,ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Chloridazon,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Chloridazon-desphenyl,Pestizide und Metaboliten,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Chloridazon-methyl-desphenyl,Pestizide und Metaboliten,ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Chlorthalonil R417888,Pestizide und Metaboliten,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Chlorthalonil R419492,Pestizide und Metaboliten,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Chlorthalonil R471811,Pestizide und Metaboliten,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Chlorthalonil SYN507900,Pestizide und Metaboliten,ng/L,20,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Chlorthalonil SYN548580,Pestizide und Metaboliten,ng/L,20,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Chlorthalonil SYN548581,Pestizide und Metaboliten,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Chlortoluron,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,DEET,Pestizide und Metaboliten,ng/L,10,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Desethyl-atrazin,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Desisopropyl-atrazin,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Diazinon,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Dimethachlor,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Dimethachlor CGA 369873,Pestizide und Metaboliten,ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Dimethenamid,Pestizide und Metaboliten,ng/L,20,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Dimethoat,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Dimethylsulfamid,Pestizide und Metaboliten,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Diuron,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Diuron-desmethyl,Pestizide und Metaboliten,ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Ethofumesat,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Irgarol,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Isoproturon,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Isoproturon-desmethyl,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Linuron,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Mecoprop,Pestizide und Metaboliten,ng/L,20,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Metalaxyl,Pestizide und Metaboliten,ng/L,10,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Metamitron,Pestizide und Metaboliten,ng/L,10,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Metamitron-desamino,Pestizide und Metaboliten,ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Metazachlor,Pestizide und Metaboliten,ng/L,20,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Metobromuron,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Metolachlor,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Metolachlor CGA 368208,Pestizide und Metaboliten,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Metolachlor SYN547977,Pestizide und Metaboliten,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Metribuzin,Pestizide und Metaboliten,ng/L,10,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Monolinuron,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Nicosulfuron ASDM,Pestizide und Metaboliten,ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Nicosulfuron AUSN,Pestizide und Metaboliten,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Nicosulfuron UCSN,Pestizide und Metaboliten,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Oxadixyl,Pestizide und Metaboliten,ng/L,20,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Pirimicarb,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Prometryn,Pestizide und Metaboliten,ng/L,10,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Propazin,Pestizide und Metaboliten,ng/L,10,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Propiconazol,Pestizide und Metaboliten,ng/L,50,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Simazin,Pestizide und Metaboliten,ng/L,20,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Sulcotrion,Pestizide und Metaboliten,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Terbuthylazin,Pestizide und Metaboliten,ng/L,10,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Terbuthylazin CGA 324007,Pestizide und Metaboliten,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Terbuthylazin LM2,Pestizide und Metaboliten,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Terbuthylazin LM4,Pestizide und Metaboliten,ng/L,5,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Terbuthylazin SYN545666,Pestizide und Metaboliten,ng/L,20,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Terbuthylazin-desethyl,Pestizide und Metaboliten,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Terbuthylazin-desethyl-2-hydroxy,Pestizide und Metaboliten,ng/L,10,NA,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Terbutryn,Pestizide und Metaboliten,ng/L,5,NA,,100
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,aggressive Kohlensäure,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,-2.3,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Calciumhärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.49,1.34,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,freie Kohlensäure,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,4.8,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Gesamthärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.49,1.66,,
2023-08-16,"Seewasserwerk Moos, Reinwasser",W0115/01,Hydrogenkarbonat,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,,2.99,,
