Datum,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Richtwert,Höchstwert,CleanedName,lat,lon
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Summe BTEX,Benzinzusatzstoffe,ng/L,120.0,,,3000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,TAME,Benzinzusatzstoffe,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Toluol,Benzinzusatzstoffe,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,"[D-Asp3, E-Dhb7]-MC-RR gebunden",Biologische Parameter,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,"[D-Asp3, E-Dhb7]-MC-RR gelöst",Biologische Parameter,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,,300.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorophyta,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chrysophyta,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Crypto-/Dinogruppe,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Cyanobakterien,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Euglenophyta,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin LR gebunden,Biologische Parameter,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin LR gelöst,Biologische Parameter,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin RR gebunden,Biologische Parameter,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin RR gelöst,Biologische Parameter,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin YR gebunden,Biologische Parameter,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin YR gelöst,Biologische Parameter,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phytoplankton,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phytoplankton <2µm,Biologische Parameter,Anzahl/mL,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phytoplankton >20µm,Biologische Parameter,Anzahl/mL,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phytoplankton 2-20µm,Biologische Parameter,Anzahl/mL,1.0,4.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,"1,3-PDTA",Komplexbildner,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,DTPA,Komplexbildner,µg/L,0.7,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,EDTA,Komplexbildner,µg/L,0.2,0.3,,200.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,NTA,Komplexbildner,µg/L,0.5,,,200.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,β-ADA,Komplexbildner,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,ASA (Amidosulfonsäure),"Künstliche Süssstoffe, Industriechemikalien und anderes",µg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,"1,1,1-Trichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,"1,1-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,"1,2-Dichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,3000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,"cis-1,2-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Dichlormethan,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,20000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Perchlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,562.0,,10000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Summe FHKW (incl. THM),Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,280.0,1572.0,,10000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Tetrachlorkohlenstoff,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,2000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,"trans-1,2-Dichlorethen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Trichlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,47.0,,10000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Vinylchlorid,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,500.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Kalium,Metalle und weitere Elemente,mg/L,0.2,1.5,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Natrium,Metalle und weitere Elemente,mg/L,0.7,7.5,,200.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,aggressive Kohlensäure,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,-2.6,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Calciumhärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.49,1.33,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,freie Kohlensäure,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,5.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Gesamthärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.49,1.69,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Hydrogenkarbonat,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,,2.99,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Karbonathärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.15,1.5,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Kohlensäure im Gleichgewicht,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,7.6,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Leitfähigkeit bei 20 °C,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",µS/cm,28.0,322.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Magnesiumhärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.09,0.36,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,pH,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,7.81,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,pH im Gleichgewicht,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,7.63,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sättigungsindex,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,0.18,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,DOC (organischer Kohlenstoff gelöst),Summenparameter,mg/L,0.09,0.21,2.0,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,UV-Extinktion 254 nm,Summenparameter,Ext./m,0.1,0.4,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Bromdichlormethan,Trihalomethane (THM),ng/L,20.0,68.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Bromoform,Trihalomethane (THM),ng/L,50.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chloroform,Trihalomethane (THM),ng/L,20.0,894.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Dibromchlormethan,Trihalomethane (THM),ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Summe THM,Trihalomethane (THM),ng/L,80.0,962.0,,50000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Chlorophyta,Biologische Parameter,µg/L,1.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Chrysophyta,Biologische Parameter,µg/L,1.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Crypto-/Dinogruppe,Biologische Parameter,µg/L,1.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Cyanobakterien,Biologische Parameter,µg/L,1.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Euglenophyta,Biologische Parameter,µg/L,1.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Phytoplankton,Biologische Parameter,µg/L,1.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Phytoplankton <2µm,Biologische Parameter,Anzahl/mL,1.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Phytoplankton >20µm,Biologische Parameter,Anzahl/mL,1.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Phytoplankton 2-20µm,Biologische Parameter,Anzahl/mL,1.0,8.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Ammonium,Allgemeine chemische Parameter,µg/L,3.0,9.0,,100.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Bromat,Allgemeine chemische Parameter,µg/L,0.1,1.9,,10.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Bromid,Allgemeine chemische Parameter,µg/L,2.0,13.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Chlorid,Allgemeine chemische Parameter,mg/L,0.2,6.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Fluorid,Allgemeine chemische Parameter,mg/L,0.003,0.066,,1.5,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Kieselsäure als Siliziumdioxid,Allgemeine chemische Parameter,mg/L,0.2,3.6,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Nitrat,Allgemeine chemische Parameter,mg/L,0.2,3.0,,40.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Nitrit,Allgemeine chemische Parameter,µg/L,1.0,,,100.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Phosphat-Phosphor,Allgemeine chemische Parameter,µg/L,2.0,3.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Sauerstoff,Allgemeine chemische Parameter,mg/L,0.2,13.49,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Sauerstoffsättigung,Allgemeine chemische Parameter,%,,119.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Sulfat,Allgemeine chemische Parameter,mg/L,0.2,13.7,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Temperatur,Allgemeine Parameter,°C,,7.4,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Benzol,Benzinzusatzstoffe,ng/L,20.0,,,1000.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,ETBE,Benzinzusatzstoffe,ng/L,20.0,,,5000.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Ethylbenzol,Benzinzusatzstoffe,ng/L,20.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,m/p-Xylol,Benzinzusatzstoffe,ng/L,40.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,MTBE,Benzinzusatzstoffe,ng/L,20.0,,,5000.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,o-Xylol,Benzinzusatzstoffe,ng/L,20.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Summe Aliphaten C5-C10,Benzinzusatzstoffe,ng/L,300.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Summe BTEX,Benzinzusatzstoffe,ng/L,120.0,,,3000.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,TAME,Benzinzusatzstoffe,ng/L,20.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Toluol,Benzinzusatzstoffe,ng/L,20.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"[D-Asp3, E-Dhb7]-MC-RR gebunden",Biologische Parameter,ng/L,20.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"[D-Asp3, E-Dhb7]-MC-RR gelöst",Biologische Parameter,ng/L,10.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Microcystin LR gebunden,Biologische Parameter,ng/L,20.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Microcystin LR gelöst,Biologische Parameter,ng/L,10.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Microcystin RR gebunden,Biologische Parameter,ng/L,20.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Microcystin RR gelöst,Biologische Parameter,ng/L,10.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Microcystin YR gebunden,Biologische Parameter,ng/L,20.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Microcystin YR gelöst,Biologische Parameter,ng/L,10.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"1,3-PDTA",Komplexbildner,µg/L,0.5,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,DTPA,Komplexbildner,µg/L,0.7,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,EDTA,Komplexbildner,µg/L,0.2,,,200.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,NTA,Komplexbildner,µg/L,0.5,,,200.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,β-ADA,Komplexbildner,µg/L,0.5,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,ASA (Amidosulfonsäure),"Künstliche Süssstoffe, Industriechemikalien und anderes",µg/L,1.0,14.69,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"1,1,1-Trichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"1,1-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"1,2-Dichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,3000.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"cis-1,2-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Dichlormethan,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,20000.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Perchlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,10000.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Summe FHKW (incl. THM),Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,280.0,,,10000.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Tetrachlorkohlenstoff,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,2000.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"trans-1,2-Dichlorethen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Trichlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,10000.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Vinylchlorid,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,500.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Kalium,Metalle und weitere Elemente,mg/L,0.2,1.1,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Natrium,Metalle und weitere Elemente,mg/L,0.7,8.4,,200.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,aggressive Kohlensäure,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,-1.4,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Calciumhärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.49,1.14,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,freie Kohlensäure,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,3.2,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Gesamthärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.49,1.38,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Hydrogenkarbonat,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,,2.57,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Karbonathärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.15,1.29,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Kohlensäure im Gleichgewicht,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,4.6,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Leitfähigkeit bei 20 °C,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",µS/cm,28.0,271.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Magnesiumhärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.09,0.24,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,pH,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,8.01,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,pH im Gleichgewicht,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,7.85,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
